Source,Target
315837,399579
612,481117
8649,9339
11324,181283
510,109689
97630,429351
1367,1374
152532,449176
26280,375262
11016,458737
49017,395991
1375,122906
342281,416477
568,9738
64720,86834
9654,97367
388,14574
49047,286217
1124,291805
87502,363676
10139,168672
345,418827
372058,413594
979,16869
470894,474395
8966,76492
8966,467952
238,3638
124905,268896
405774,447332
98,49494
281957,341174
2034,6977
8966,10734
156700,437586
78,335984
34584,455207
8966,466282
162,32141
489,340613
550,339692
311,137094
28,11416
168672,257088
75656,395834
49530,152601
60307,406997
16281,530154
9373,244786
807,392044
180863,449459
15070,312221
1265,406997
670,345887
4723,396461
8966,210577
146233,395990
273153,391713
3170,40807
120467,319067
955,137094
238636,398173
34584,68737
3090,440161
8966,24021
23202,530154
769,460071
109491,466411
50698,414191
10781,458594
253412,399360
103663,406997
207932,357096
597,46878
1620,2503
10376,489927
466,840
542,504172
290250,458737
223,1124
38,261470
979,464502
7980,440161
31011,223702
238636,345920
1359,412862
274857,346672
12405,433830
101299,446807
453,769
340666,369972
10973,124905
640,487558
8587,11317
68726,72190
20537,375262
58595,321612
769,446807
2675,11549
1023,458737
1124,44214
24420,451925
670,500664
605,401905
341174,398181
2503,16869
10734,433498
152532,459910
339380,396371
1572,399170
11527,274857
207,7340
38,1643
238636,281957
561,49026
244786,294963
78,6479
408,62764
11224,150689
11324,395834
4347,398818
77877,454983
78,72190
1948,97367
220882,333339
77,2501
350,470044
262500,340666
489,28178
51794,554600
627,122081
4771,500919
62764,132777
1366,8960
9659,425972
10734,487558
391713,466282
337167,398181
109491,440161
399404,429197
37835,464502
249660,458737
11966,154400
949,44214
1443,9813
2108,449176
921,481117
600,68718
110415,447332
1538,254128
10741,553882
294254,465136
2454,109491
12405,283550
22705,249397
13,627
2270,49017
28026,249397
521,6977
64690,346651
27022,34584
10973,433249
8999,281957
8587,11224
3580,385360
70,921
9381,311291
746,228150
155,156022
453,266856
1572,273481
521,13697
11631,391713
2310,31011
336843,446807
15070,474335
392044,465136
371608,398173
153,376660
171274,426426
88,44214
4347,340674
597,11928
568,286217
38,16553
289,131631
111,744
676,228150
1628,13697
15144,437586
116149,407436
787,11130
265208,500475
22074,184125
254128,416194
1246,11036
201088,339403
70,9655
78,189
979,261470
272693,419478
2275,395841
28178,77338
428399,449459
387,339259
50619,296096
281,339692
152532,205596
627,440298
61791,263115
1696,464502
207,400928
640,446354
18320,45269
346685,458594
1955,487558
2034,489929
949,429203
45317,319888
150689,224141
73,369557
627,122906
642,201088
276,293863
840,20424
15070,96721
235,451925
168259,395834
136795,302946
53210,150540
205587,359940
278,10734
350,59436
218,242582
28178,61979
9291,312221
42703,384680
445651,453201
72570,300668
8363,106646
840,329865
6977,273481
185,74997
4951,85350
4836,6977
348,395992
671,109491
39254,319888
63587,384680
84892,391713
340027,416477
10734,451915
68718,188222
289,676
499,41233
1374,76726
207,20178
38050,553882
1645,168259
369972,395992
769,467952
178717,395991
7131,50620
429197,443009
32657,429351
381288,450465
68734,152532
281957,392044
49529,407436
1903,13697
169917,341174
169917,429200
2108,4951
1903,451925
4147,507419
24021,36648
11130,400617
11130,82695
627,459910
22881,307081
210577,484247
9880,171274
1402,4630
772,1585
335984,339988
3170,137106
389015,451915
8358,433249
184125,221418
75802,400617
561,1924
103,1845
419743,467952
26280,419743
550,238636
371638,389015
2323,312221
37799,111224
2749,339692
357096,483184
16869,505954
11194,273248
539,120467
106646,398181
141,816
87827,198727
507419,537996
627,398181
137,44363
120467,471381
101,59967
37710,489929
627,747
1979,119450
184125,221800
77877,470044
454983,455207
640,399404
357096,413362
59967,168259
311,670
1924,315635
249164,443463
399404,454227
8859,13223
408,290595
379149,438145
286217,369972
68718,281957
8839,77338
339380,443009
11778,86838
11130,46705
68718,397422
2989,87827
44244,335797
9531,470894
182131,372058
602,828
109491,281957
927,1585
1369,374720
74018,419478
258480,449176
49026,98566
406162,486947
424,443009
110415,400579
272,36648
597,16642
988,242582
103,339
1124,28468
1585,10510
155,419831
508,10719
64834,554600
165904,489931
652,188207
2005,332562
65754,392044
241554,500664
5951,502682
101299,433249
364,450465
9738,9741
984,500919
18561,489931
468,258480
11527,290595
13,13697
75780,137094
1643,261470
155,315635
37165,335984
155,414
10045,16869
109410,307081
76203,108794
672,58595
207932,281957
137,36685
11324,75780
605,220882
70160,465136
389015,487558
198663,340666
9967,11778
19957,274857
261023,438808
924,9339
539,398181
1682,124905
180863,376867
49047,157336
395990,479040
1402,323404
137,366656
124905,293167
465136,470044
629,11657
298382,425972
425336,451915
261023,429203
2675,54138
1246,1366
387,470044
372058,378064
11324,392044
207932,392044
157336,264660
244786,398181
12405,283709
329004,447332
1571,315837
345920,442249
782,315837
210577,346364
46332,97367
216015,296096
714,347984
17979,25842
319888,481117
316029,424694
6479,9739
289222,505954
76203,468210
601,828
14,76726
153,227306
550,8456
77953,553882
88,258480
2108,272693
388,270487
11202,399404
787,38055
22334,569547
477654,489931
691,468362
2112,302946
2503,16995
27932,363676
466411,470044
1443,11631
10719,489929
1422,23483
4148,466282
440161,454983
9325,12405
388,369885
15171,335797
119450,198663
681,400710
184352,449176
769,334543
2907,346672
1278,258480
5548,315837
152532,258480
101299,470044
11778,94380
45317,481117
398,314365
543086,569547
86834,335778
425972,514754
46743,242582
252,406997
2503,340613
281957,340666
8587,10060
8077,274870
8456,458594
12395,384680
9540,337167
424,433498
828,346910
376867,419743
4974,11130
424,190859
867,418827
604,365942
72710,281338
152532,429197
10734,340613
8698,50620
238636,400710
1900,438808
14442,150689
561,1979
337167,341174
53182,188207
272,1930
70,481117
324786,438799
644,8077
140300,346672
1678,124905
13,449176
1422,193893
1572,398181
222935,466282
2105,112160
146233,458594
27179,395992
169917,281957
210577,262500
11130,152601
36648,50620
142,152532
2897,384680
9277,401469
8467,302946
1375,39254
604,152601
52371,261470
72570,416477
241554,281957
14,449176
65291,450465
8966,346672
16723,520360
1955,334543
801,45269
332562,429191
667,347984
433,400579
1927,487670
198663,446807
141052,283366
2675,9982
278927,407436
2108,57214
338189,472451
13020,184125
425,3170
346685,369972
13027,569547
59967,400535
508,17979
186,168672
1927,194662
14,935
339380,370663
621,462919
670,1598
103,11228
265208,396371
388,16869
10559,210577
13576,332562
97020,119450
16995,372343
37247,396461
21583,447332
68724,500664
260346,281957
16869,205596
260346,438145
9800,314365
8966,50619
604,119450
667,286217
640,429197
857,289222
2105,85350
9559,10734
745,4011
11560,314365
11130,93456
220882,336843
10734,440298
52371,258480
453,396371
11474,13223
49026,382322
1585,11395
5876,124905
9651,419831
76341,401905
324786,443009
348,644
562,395834
372343,399360
9443,312221
603,61791
834,346672
419743,511785
8966,68737
272,9741
261023,398173
8619,75134
623,399170
264660,438590
381284,389015
275160,486947
8584,384680
126889,395992
3034,399055
808,58595
107846,448776
28,390062
240,3134
11036,418876
424694,446354
134570,242582
2502,6977
155,561
168259,238636
141,122906
1585,9279
209112,470894
238,769
82693,296096
13697,64682
2501,395841
65,221
74997,446791
857,205596
31011,34647
14128,150689
8536,302946
1124,9955
101,245891
640,454652
65,15278
404,416477
604,346672
194662,287947
339692,500664
238636,412862
1367,1371
14128,537996
809,150689
297762,487670
153,273153
68718,460885
44943,503346
1649,9339
11395,17979
423,505954
38,37797
7340,406997
424,266856
162,313
215379,474354
85350,157386
97367,293768
10560,361292
399170,430040
131631,340666
18,468362
451915,457136
131631,455980
266856,429197
82695,455207
50546,122906
95,568
9571,85350
388,984
8961,168672
14161,86834
98566,433249
861,365942
64690,398175
381283,398181
111969,451925
31011,381283
171274,290250
52854,62764
4347,205587
155,194662
78,603
149870,372058
9366,438808
65,185
395841,446807
2501,294254
87827,205775
769,454652
345920,473149
399170,531593
346685,396371
65754,372343
41233,472734
222935,317091
10681,274870
31618,147441
19458,419478
273481,281957
281338,445651
440161,449176
152601,335984
4922,11005
659,458737
9339,11130
11224,41233
644,8078
273153,476292
4723,400579
169,2034
281957,286217
278,687
787,156022
235,82693
4922,458594
314365,392982
12405,283715
561,8536
8470,416477
164457,446021
9880,419478
667,11324
97370,449459
424,857
1422,261023
376660,449176
1538,2034
137,381034
1124,339404
979,470229
12405,130841
1930,263115
72190,295011
75638,414191
1685,295011
39504,446101
77877,340613
1422,4771
1924,339988
640,316029
119675,472451
2320,2503
313369,316029
58595,150689
658,347984
315635,419478
419546,536176
222935,429351
1417,566810
10651,339692
451480,502682
769,337167
313,9339
6022,9339
4148,27066
311,339103
33,68718
2048,61791
745,819
171274,440298
1255,49017
675,745
8536,9741
9355,503346
334543,465136
38,51828
115,31011
18937,274857
8012,168672
280,119450
351460,372058
43048,449459
209112,419831
4922,50544
8834,406990
617,396461
316029,454227
109491,465136
137,694
12444,24021
1124,8834
423,424
240,261023
272,487670
376867,437586
245846,503346
53182,197315
588,49017
13470,384680
5548,61791
30666,398173
9598,28178
324786,369972
769,6977
98,9564
12405,283547
101299,341174
423,637
154400,413992
8839,372058
6479,294254
98,393306
2604,11778
70,307081
36243,124905
82693,286565
11130,112160
65754,281957
50456,290595
10651,359940
13,451925
949,201088
326359,425972
389015,446354
395841,484247
16995,468362
370663,449176
9739,400535
562,11324
562,207932
3035,384521
157336,329865
110420,372058
281957,400710
425336,487558
185,627
10625,437586
273481,429203
137,267852
168259,281957
2770,455980
707,395991
1266,1422
424,460071
184125,246308
9470,168672
54138,274870
77877,398181
10514,295011
787,9319
437586,449176
85350,421471
10559,39254
74997,483184
30197,537996
769,381283
561,297802
37430,290595
2034,4982
1402,10139
640,152532
769,389015
207932,484247
338189,375262
98,143
152532,376867
5925,205596
296096,484247
10140,109491
769,339380
603,68724
2108,308369
322,745
185,339692
376867,511785
4771,400710
10144,150689
472734,484247
639,311291
281957,337167
120,8587
8772,449459
186992,398818
399170,402900
1598,314365
591,2503
124905,339967
19545,124905
2034,10220
369972,468362
359940,458594
18785,265208
68718,177572
1771,274857
359940,458737
3170,391713
1771,315635
12219,314365
216015,466282
262500,281338
680,2034
11393,489927
1417,1491
341006,464502
419478,449176
13697,50544
15927,554600
1585,5375
9741,13640
12689,340666
769,77877
320,396371
2503,400535
637,5925
443009,472451
605,315837
72190,294254
50348,314365
7090,249397
13,235
1927,489929
640,891
2108,10314
369192,375262
64689,395990
2675,8077
82702,400579
37257,396371
4951,57214
652,17903
205587,281957
425,637
155,1924
443009,460071
101,10651
429351,470044
1788,313369
673,24021
808,290595
281957,398181
72710,466411
152532,451915
1266,413362
1735,274857
278,1368
138697,249397
1051,504172
5179,449459
524,265208
1402,341026
19995,489929
97367,394117
12405,283714
258480,424694
489,11931
387,228150
37799,65754
205587,473149
324786,454652
12619,470229
769,481117
395841,500664
61791,87101
348,286217
4148,13697
8966,77877
238,8832
24,274857
31011,396461
4951,8363
58433,86834
101325,474354
155,40662
281,413362
1585,338964
637,228150
12227,28178
207,13363
238,207932
411,433498
26280,449176
9647,17979
4148,222935
423,399404
101299,281338
552,489999
324786,399404
65754,395834
153,303858
96,1422
550,31011
13,497
1371,319888
106646,180863
1259,340613
668,347984
155,382322
273481,398181
652,39907
393457,462919
465136,472734
86834,107985
605,39254
101,146233
3134,281957
629,949
155,1452
73,619
458,273248
334543,467952
312221,319888
2503,15357
222935,286565
131634,405774
652,244772
1402,29395
345887,438145
334535,553882
97367,339403
13372,242582
7512,37165
152532,273481
298312,400710
74997,337167
207932,445954
11421,391713
363676,454227
261023,395834
281506,361292
3035,7191
14,12689
283366,297762
189,146233
424694,467952
65,21724
278927,281957
449176,453201
340613,455207
289222,374720
4922,378018
14043,395990
59967,64690
640,369972
133805,337167
15766,124905
424694,460071
440161,466282
2757,340674
76640,97367
122081,249397
155,8536
524,426426
8966,64682
273481,345887
12146,384680
18168,261470
10734,467952
23483,244786
629,339692
25430,553882
8363,419478
81250,222935
238,192145
357096,464502
1266,500475
10140,278927
340613,340666
539,10155
581,399360
156022,339103
17365,553882
141052,263115
205587,314365
137094,473149
398818,451925
580,1371
218,644
281957,381283
140,207
1402,287426
1366,59965
18239,49017
4771,169917
49017,315011
18239,123553
242582,449443
49026,59859
1585,11881
109443,242582
769,372343
9679,201088
10747,384680
8536,487670
52056,184125
254128,308639
378064,476292
539,192149
28874,37799
530154,537996
11224,278927
65,1125
61791,157336
318846,467952
4951,10625
372343,392044
500919,507419
2675,228161
13,112160
227156,465136
457136,487558
13,3170
281957,465136
4148,77877
296096,405774
1572,241554
180863,483184
49026,287947
49026,487670
1371,8456
142,745
398181,458594
209247,520360
1402,8916
64682,314095
334543,448776
133805,437586
4638,412862
240,37645
75780,413362
12405,283553
508,11881
787,72559
9092,62764
311,769
667,2501
605,119450
392044,395990
309,489999
116149,278927
568,381284
64,458737
445954,500919
238,637
23168,470044
86331,112160
13475,274870
629,180863
674,407436
137094,238636
277216,400579
157336,369972
11450,12405
713,13697
261023,273481
291805,399170
106,433249
31527,45269
73,161
399055,433249
80271,391713
281957,334543
50619,50620
98,583
274870,330459
769,7984
49047,126889
2503,553882
398818,419743
9880,82693
1645,205587
398818,449176
8834,72570
238,272
438590,451925
425972,518452
9738,399055
333339,465136
9741,382322
8619,250734
453,891
209112,263115
11001,486947
1443,9741
70,1371
34584,472734
48650,258480
103,320006
1903,293863
1366,1578
640,396371
340027,396371
169917,339692
308369,449176
207932,424121
1452,49026
241554,445954
500,401469
429417,530154
1979,157336
6479,87101
389015,429197
139583,446101
8090,470229
10719,17979
11004,11778
68718,400535
389015,396371
160165,419743
297762,419831
68737,109491
16869,228150
807,372343
1378,258480
508,8871
295245,446101
9679,399170
424,399404
443009,448776
228150,289222
97630,120467
65,650
860,37799
169917,337167
205596,289222
101,4836
1374,8065
1574,462919
13697,19913
311291,332872
153,9813
222935,443463
634,339380
707,347984
14,185
8834,468362
70,15070
171274,449176
81390,273248
16869,369885
164,637
137094,345887
19265,458737
156022,281957
391713,476292
272,40662
1371,45317
298,401469
76203,79451
28178,72105
98,426426
387,451480
2832,412862
562,398181
10312,400617
303991,400579
2503,398181
769,154400
2503,97367
6977,8909
345887,398181
28178,50544
401905,465136
207932,238636
390329,530154
141052,419831
44912,49026
787,390043
8619,75136
449176,472451
61791,500664
185,994
350,34584
33196,80278
3933,311291
8874,11036
597,152599
141052,450465
260513,283366
334543,396371
12405,283705
155,283366
520360,531593
508,13377
455980,489931
629,11898
266856,318846
281957,345920
334543,371638
1124,75656
409447,537996
156022,464502
101,205587
9381,68724
424,316029
302946,400579
3537,361292
640,318846
9326,340674
49530,61791
17431,264660
73,429200
379149,400710
116,13697
112160,437586
322487,335797
242,396371
9738,264660
333348,416477
357096,500919
400710,473149
401469,402900
112160,449176
1366,8688
9880,77877
335984,569547
637,924
1443,24684
10651,406990
85350,156700
103,13939
152760,374720
369972,433498
2252,168672
141,694
11130,11224
388,289222
605,339988
38,440298
11121,438145
249397,258216
11360,150540
2268,278927
207,1262
5994,417261
11525,37799
297762,450465
76726,437586
116,1371
210577,398181
3035,334074
38,451925
185,426426
10637,147441
1949,500919
281957,464502
155,297762
453201,465136
39256,124905
152532,398818
4437,49047
307081,312221
11040,384680
44826,278927
2108,8363
688,4148
9728,412862
198663,484247
6977,156022
11713,146233
297762,470894
14,303991
539,3933
15069,395841
5486,398173
336843,401905
8966,10140
979,500475
340677,489999
13597,31011
269149,278927
152780,489999
274870,395992
314365,396371
289,746
332562,339403
646,347984
263115,382322
521,11130
424,10734
96,395990
43898,554600
109414,396461
311,438145
101,400535
